Id1,Frequency1,Kanji1,Type1,Meaning1,Meaning2,Meaning3,Bushu1,Bushu2,Bushu3,Bushu4,Radical1,Radical2,Radical3,Radical4,Onyomi Reading1,Onyomi Reading2,Kunyomi Reading1,Kunyomi Reading2,Mnemonic,Notes
162,1816,伐,Kanji,attack,,,,,,,standing man,spear,,,BATSU,,kiri,,"Attacking.m the standing.r man.r holding a spear.r, the bats.o killed.k him.",
163,,𠄌,Radical,scythe,,,,,,,katakana RE,,,,,,,,An upside down scythe.m looks like a katakana.r レ.r.,"This radical never appears by itself, but it is the same shape as katakana RE. "
164,,𧘇,Radical,chain mail,,,,,,,standing man,scythe,scissor,,,,,,The chain.m mail.m the standing.r man.r wore resisted scythe.r swings and scissor.r cuts.,
165,1214,衣,Kanji,clothes,,,,,,,lid,chain mail,,,I,,koromo,,"The clothes.m under the lid.r were chain.r mail.r. I,.o and.o only.o I,.o wore clothes while holding the column.k against the enemy.",
166,77,表,Kanji,diagram,,,,,,,master,chain mail,,,HYOU,,omote,,It's a diagram.m of our master's.r is chain.r mail.r. A diagram his hy.odr#o.oelectric plant .,
167,501,良,Kanji,good,,,,,,,white,chain mail,,,RYOU,,i.i,yo.i,"The good.m wear white.r chain.r mail.r in heaven. It's a riot.o up there, like taking good E.k, yo.k!",
168,328,食,Kanji,eat,,,,,,,roof,good,,,SHOKU,,ta.beru,,"We ate.m under a roof.r a good.r meal. It shocked.o us how well the table.k was set up.
",
169,12,長,Kanji,long,,,,,,,bar,three,chain mail,,CHOU,,naga.i,,The long.m iron bars.r for the three.r sets of chain.r mail.r. They choose.o long negative.k staffs.,
170,,匚,Radical,right-open box,,,,,,,one,letter L,,,,,,,Right-open.m box.m is a one.r stacked over a letter.r L.r. A hungry Pacman.,"This radical never appears by itself, only as a part of other characters."
171,137,区,Kanji,district,,,,,,,right-open box,scissors,,,KU,,,,In this district.m they put scissors.r in right-open.r box.r. They think it's cool.o.,
172,1673,凶,Kanji,wicked,,,,,,,open box,scissors,,,KYOO,,,,The wicked.m villian.m cut him up with scissors.r and put him in an open.r box.r in Kyoto.o because he was wicked!,
173,,厶,Radical,private,,,,,,,katakana MU,,,,,,,,"In private.m, we think the katakana.r 厶.r is really radical!","This radical never appears by itself, but it is the same shape as katakana MU."
174,,云,Radical,it-is-said,,,,,,,two,private,,,UN,TEN,mi,,It-is-said.m that the two.r private.r investigators are un.ohappy.,"Rare kanji. Mostly used as a radical or in names. Its real meaning is ""to say.'"
175,819,仏,Kanji,Buddha,,,,,,,standing man,private,,,FUTSU,BUTSU,hotoke,,"The Buddhist.m standing.r man.r is very private.r. He never plays footsie.o, kisses butts.k or eats hot.k cakes.k.",
176,416,伝,Kanji,transmit,,,,,,,standing man,it-is-said,,,DEN,,tsuda.u,,Transmit.m the message to the standing.r man.r as it-is-said.r. Transmit it from Denmark.o to TSudan.k.,
177,61,米,Kanji,rice,,,,,,,horns,tree,,,BEI,MEI,kome,,American.m rice.m comes from horny.r trees.r. Bake.o and make.o a rice cake for the comencement.k ceremony.,
178,102,来,Kanji,come,,,,,,,one,rice,,,RAI,,ku.ru,,"Come.m and get one.r rice.r bowl. Right.o now, come and have a coors.k lite.",
179,,夭,Radical,calamity,,,,,,,slash,big,,,,,,,It's a calamity.m to get slashed.r big.r time.,"This radical never appears by itself, only as a part of other characters."
180,1294,矢,Kanji,arrow,,,,,,,gun,big,,,SHI,,ya,,"An arrow.m is stealthier than a gun.r that is big.r. She.o in particular, will murder ya.k with arrows.",
181,447,失,Kanji,error,,,,,,,gun,husband,,,SHITSU,,ushina.u,,"Tis an error.m to shoot, with a gun.r, your husband.r. He shits.o himself. You.k should.k know.k this is an error.",
182,1788,朱,Kanji,crimson,,,,,,,gun,tree,,,SHU,,ake,,Crimson.m death by gunt.r of tree.r hanging. Shoot.o him. Crimson wounds. An ache.k. ,
183,173,先,Kanji,previous,,,,,,,gun,ground,,,SEN,,saki,ma.zu,"Previously.m, I kicked the gun.r on the ground.r with my legs.r. Then, I sent.o him off for his own sake.k in a previously-owned Mazda.k.",
184,437,医,Kanji,doctor,,,,,,,arrow,right-open box,,,I,,,,"The doctor.m said to put the arrow.r in a right-open.r box.o. I,.o and.o only.o I,.o was healed by that battlefield doctor.",
185,1720,垂,Kanji,hang,,,,,,,knight,mouth,ground,,SUI,,ta.reru,,"Hanging.m from the ledge, the knight's.r mouth.r faced the ground.r. The Swiss.o knight tirelessly.k hung on for dear life.",
186,377,乗,Kanji,ride,,,,,,,hang,tree,,,JOU,,no.ru,,He rode.m here to see the hanging.r from a tree.r. Joe.o rode from Norway.k.,
187,,勹,Radical,wrap,,,,,,,slash,rake,,,,,,,Wrap.m your grip on the handle and slash.r away with the rake.r!,"This radical never appears by itself, only as a part of other characters."
188,,勺,Kanji,ladle,,,,,,,wrap,bloody,,,SHAKU,,,,"The ladle.m has a bloody.r grip.r so don't hake.o it!
",Rare kanji. Mostly used as a radical.
189,1244,句,Kanji,complaint,,,,,,,wrap,mouth,,,KU,,,,A complaint.m of wrapped.r around my mouth.r. I could.o complain all day.,
190,1162,旬,Kanji,ten day period,,,,,,,wrap,sun,,,JUN,,,,The ten.m day.m period.m when darkness wraps.r around the sun.r is June.o gloom.,
191,860,欠,Kanji,lack,,,,,,,wrap,person,,,KETSU,,ka.keru,ka.ku,A lack.m of plastic wrap.r made the person.r angry. We put ketchup.o on his cocky.k ass because he lacked patience.,
192,222,次,Kanji,next,,,,,,,icicle,lack,,,SHI,JI,tsu.gu,tsu.gi,"For the next.m ice.r storm, don't lack.r supplies. She.o in particular, will drive a Jeep.o next time to tug.k them.",
193,969,飲,Kanji,drink,,,,,,,eat,lack,,,IN,,no.mu,,"Drink.m and eat.r for nothing lacks.r here. In.oside the nomads'.k realm, food and drink abound.",
194,,勿,Kanji,must not,,,,,,,wrap,slash,slash,,MOTSU,,nako,,You must.m not.m wrap.r enemy wounds after slashes.r. Leave most.o of them naked.k.,Rare kanji. Mostly used as a radical.
195,215,物,Kanji,stuff,,,,,,,cow,must not,,,MOTSU,BUTSU,mono,,Stuff.m made from cows.r must.r not.r be vegan! Most.o of this stuff is pure butts.o and mono.ktone.,
196,,⺣,Radical,bottom fire,,,,,,,eight,bloody,bloody,,,,,,Bottom.m fire.m is four little ticks: eight.r divided by bloody.r two!,"The 'bottom fire,' ⺣ radical is a variant of 'fire,'  火."
197,,勹⺣,WPR,beast legs,,,,,,,wrap,bottom fire,,,,,,,The beast's.r legs.r were wrapped.r in fire.r!,BOTTOM PART OF 馬. This is not a real radical but it is part of in many kanji.
198,639,馬,Kanji,horse,,,,,,,bar,one,master,beast legs,BA,,uma,,The horse.m got hit with a bar.r by its one.r master.r on its beastly.r legs.r. The bad.o horse trampled his umbrella.k!,
199,1043,鳥,Kanji,bird,,,,,,,white,one,beast legs,,CHOU,,tori,,"The bird.m, the white.r one.r, with beast.r legs.r, is cho.osen to tour.k the skies.",
200,245,島,Kanji,island,,,,,,,bird,mountain,,,TOU,,shima,,The island.m has birds.r on its mountains.r that are totally.o shimmering.k in the light.,
201,44,内,Kanji,inside,,,,,,,staple,person,,,NAI,,uchi,,"Inside.m the office, we stapled.r a person.r. At night.o they place the urchins.k there.",
202,986,肉,Kanji,meat,,,,,,,inside,person,,,NIKU,,shishi,,Meat.m is served inside.r to people.r. It has nickel.o and other shitty.k minerals.,
203,,丙,Kanji,third,,,,,,,one,inside,,,HEI,,hinoe,,"In third.m class, only one.r bag can go inside.r. I hate.o flying third class coach!",Mostly used as a radical.
204,950,雨,Kanji,rain,,,,,,,letter T,staple,bloody,,U,,ame,,"Toxic rain.m. T.r is for train. For staple.r crops. Four bloody.r drops. Usually.o the rain, ameliorates.k the pain.",
205,,両,Kanji,both,,,,,,,letter T,staple,mountain,,RYOU,,futatsu,,"Both.m T.r-squares and staples.r on the mountain.r top. During the riot.o, both where brought to the top.",
206,1312,丁,Kanji,street,,,,,,,letter T,barb,,,CHOU,TEI,,,The street.m intersection shapped like a T.r had barbs.r. We chose.o to take.o another street.,
207,60,手,Kanji,hand,,,,,,,slash,two,barb,,SHU,,te,,"Your hands.m, with two,.r slash.r people and throw them onto barbed.r wire. Shoot.o only if kara#te.k technique.k fails you.","手 is the 'te' in karate, 空手, i.e. empty handed fighting style."
208,1179,毛,Kanji,fur,,,,,,,hand,seven,,,MOU,,ke,,"We have furry.m hands.r and seven.r arms. We mow.o the furry lawn and carry the kettles.k.
",
209,,厂,Radical,cliff,,,,,,,one,slash,,,,,,,The cliff.m radical is the side profile of a cliff drawn with one.r slash.r.,"This radical never appears by itself, only as a part of other characters."
210,1600,辰,Kanji,Hydra,,,,,,,cliff,clothes,,,SHIN,,,,The Hydra.m battled on cliffs.r without clothes.r. Hydra shine.o in battle.,The 'Hydra' radical's real meaning is the Dragon sign of the Chinese zodiac.
211,,尸,Radical,corpse,,,,,,,mouth,cliff,,,,,,,The corpse monster.m fell off a cliff.r and hurt its mouth.r! It looks like the facehugger from the Alien movies.,"This radical never appears by itself, only as a part of other characters."
212,286,局,Kanji,channel,,,,,,,corpse,complaint,,,KYOKU,,,,The channel's.m show about corpses.r got complaints.r. The kiosk.o sold TVs tuned to that channel.,
213,575,戸,Kanji,door,,,,,,,one,corpse,,,KO,,to,,"By the door.m, lays a one.m bloody.r corpse.r coated.o in tomato.k sauce."," 'Door' has three orthographic variants depending on the font or kanji: one corpse, 戸;  bloody corpse, 户;  slash corpse, 戶."
214,,斤,Kanji,axe,,,,,,,cliff,letter T,,,KIN,,,,"With an axe.m, he attacked on the cliff.r. I defended myself with a T.r-square and saved my kin.o.",
215,2231,斥,Kanji,reject,,,,,,,axe,bloody,,,SEKI,,,,"Rejection.m feels like a bloody.r axe.r, sectioning.o me to pieces.",
216,1405,丘,Kanji,hill,,,,,,,axe,one,,,KYUU,,oka,,"The hills.m have an axe.r murderer with one.r target: cute.o girls.
",
217,522,兵,Kanji,infantry,,,,,,,hill,eight,,,HEI,,tsuwamono,,The infantry.m combed the hills.r eight.r times for the hateful.o sewer.k monkey.k. axe murderer.,
218,645,浜,Kanji,beach,,,,,,,water splash,infantry,,,HIN,,hama,,"The beaches's.m waters.r splashed.r as the infantry.r landed. Un#hin.odered, they hammered.k the beach.",
219,221,所,Kanji,place,,,,,,,door,axe,,,SHO,,tokoro,,The place's.m door.r was breached with an axe.r. They shot.o everyone and took.k ochre.k from that place.,
220,,亦,Kanji,also,,,,,,,lid,slash,small,,,,mata,,"Also.m, put a lid.r over it, or we'll slash.r off your small.r penis. Nothing else will matter.k anymore.",
221,584,赤,Kanji,red,,,,,,,ground,also,,,SEKI,,aka,,"The red.m colored ground.r was also.r cultivated, sectioned.o into lots, accounting.k for each redneck.",
222,1841,乙,Kanji,smart,,,,,,,upside down 2,,,,OTSU,,oto,,The smart.m creatures can understand an upside.r down.r 2.r. The smart ostrich.o attacked Otto.k.,Rare kanji. Mostly used as a radical.
223,1318,之,Kanji,this,,,,,,,bloody,smart,,,,,kore,yuki,This.m bloody.r fish.r hook.r caught a fish rotten to the core.o. So yucky.r.,Another kunyomi is 'no' as in the possesive particle. Mostly used in names.
224,1646,乏,Kanji,scarcity,,,,,,,slash,this,,,BOU,,tobo.shii,,The scarcity.m led to slashes.r for hoarding this.r. A scacrity: empty bowls.o to.k bullshit.k us.,
225,,⺾,Radical,plant,,,,,,,railroad track,,,,,,,,Plant.m looks like railroad.r track.r in which vegetation grows.,"This radical never appears by itself, only as a part of other characters."
226,1052,芝,Kanji,lawn,,,,,,,plant,this,,,SHI,,shiba,,"The lawn.m has plants.r of this.r variety. She.o in particular, shivers.k while mowing the lawn.",
227,458,若,Kanji,young,,,,,,,plant,right,,,JAKU,,waka.i,,The young.m plant.r flowers and go the right.r way. Young jack.oasses are wacky.k though.,
228,,廿,Kanji,score,,,,,,,plant,box,,,,,,,A score.m (20) of plants.r went into the box.r.,"This radical never appears by itself, only as a part of other characters."
229,1248,甘,Kanji,sweet,,,,,,,score,day,,,KAN,,ama.i,,The sweet.m scores.r of candy melted in the sun.r. Candy.o is sweetly amazing.k.,
230,,コ,Radical,left-open box,,,,,,,katakana KO,,,,,,,,"This is radical never appears by itself, only as a part of other characters.","This radical never appears by itself, but it is the same shape as katakana KO."
231,892,巨,Kanji,gigantic,,,,,,,left-open box,right-open box,,,KYO,,,,A gigantic.m left-open.r box.r inside a right-open.r box.r with a gigantic coyote.o inside.,
232,1249,臣,Kanji,subject,,,,,,,gigantic,bar,,,JIN,,tomi,,His subjects.m were beaten with a gigantic.r bar.r. The subjects made gin.o offerings to King Tommy.k.,
233,1384,匹,Kanji,counter for animals,,,,,,,right-open box,legs,,,HITSU,,hiku,,"After counting.m animals.m, he puts their legs.r in a right-open.r box.r. He hits.o them and gives them a hickey.k.
",
234,1098,己,Kanji,self,,,,,,,left-open box,hook,,,KI,,onore,,The self.m is shaped like a katakana.r KO.r over a hook.r. It's key.o to honor.k oneself.,
235,2140,已,Kanji,cease,,,,,,,self,,,,I,,,,"I cease.m the selfish self.r. I,.o and.o only.o I.o, have discipline.",Mostly used in names.
236,954,包,Kanji,envelop,,,,,,,wrap,cease,,,HOU,,tsutsu.mu,,"Envelop.m, wrap.r and cease.r spreading STDs. The hoe.o envelops your tootsie.k roll with protection.",
237,1802,弓,Kanji,bow,,,,,,,self,wrap,,,KYUU,,yumi,,"Around a bow.m, he himself.r wrapped.r his grip. That archer is cute.o and yummy.k.",
238,218,引,Kanji,pull,,,,,,,bow,bar,,,IN,,hiku,,"Pull.m the bow.r and aim at the bar.r. In.oside, or while hiking.k, practice pulling.",
239,1840,弔,Kanji,funeral,,,,,,,bow,bar,,,CHOU,,tomurau,,We'll hold a funeral.m for those felled by bows.r in the bar.r. We chose.o to have the funeral tomorrow.k instead.,
240,1161,弟,Kanji,younger brother,,,,,,,horny,funeral,slash,,DAI,,otooto,,Younger.m brother's.m horniness.r will lead to his funeral.r and a slashing.r. Younger brother will die.o fucking an otter.k.,
241,,◫,Kanji,eclipse,,,,,,,sun,,,,,,,,An eclipse.m looks like a sideways sun.r. Think of a vendiagram!,
242,69,円,Kanji,yen,,,,,,,eclipse,staple,,,EN,,maru.i,,Yen.m coins look round.m like a solar eclipse.r. I purchase staples.r. I en.ojoy my yen with my.k room.k full of hookers.,
243,2142,巳,Kanji,snake sign of Chinese zodiac,,,,,,,mouth,self,,,SHI,,mi,,"The sign.m of.m the.m snake.m has a mouth.r itself.r. She.o in particular, looks like me.k because were both snake signs.",
244,2082,巴,Kanji,tomoe,,,,,,,eclipse,snake sign of Chinese zodiac,,,HA,,tomoe,,The tomoe.m symbol is circular like a solar eclipse.r and a coiled snake.r.,Uncmmon kanji. Mostly used in names. The tomoe is a common symbol in Japanese culture.
245,,ク,Radical,skull,,,,,,,katakana KU,,,,,,,,Skull.m has a katakana.r ク.r in it: S--KU--LL. Skull-crushing ey?,"This radical never appears by itself, but it is the same shape as katakana KU. It's related to radical 勹, 'wrap'."
246,621,色,Kanji,color,,,,,,,skull,tomoe,,,SHIKI,SHOKU,iro,,The colorful.m banners had skulls.r and tomoe.r symbols. She.o ki.olled them all with iron.k colored fury.,
247,1080,免,Kanji,license,,,,,,,color,legs,,,MAN,,manuka.reru,,I have license.m to color.r code the legs.r of man.o and manequin.k.,
248,688,久,Kanji,long time,,,,,,,slash,enter,,,KYUU,,hisa.shii,,"A long.m time.m ago, I slashed.r and entered.r the arena. A cute.o cheerleader was hissing.k at me.",
249,388,声,Kanji,voice,,,,,,,warlord,corpse,eclipse,,SEI,,koe,,The voice.m of the warlord.r piled up corpses.r during the eclipse.r.r. They say.o his voice alone coerces.k.,
250,1208,魚,Kanji,fish,,,,,,,skull,field,bottom fire,,GYO,,sakana,,Fish.m skulls.r are cooked in the field.r over fire.r. A gyro.o of fish from Scandinavia.k.,
251,274,無,Kanji,nothing,,,,,,,gun,one,plate,bottom fire,MU,BU,na.i,na.kusu,"Nothing.m left after a gun.r shot armor plating.r and one.r tank caught fire.r. 'Twas moot.o, for nothing was nigh.k at hand.",
252,,幺,Radical,string,,,,,,,hiragana ku,private,,,,,,,String.m ties together hiragana.r く.r and 'private' 厶.r:   く.r厶.r,"This radical never appears by itself, only as a part of other characters."
253,1409,玄,Kanji,mystery,,,,,,,lid,string,,,GEN,,,,The mystery.m of a lid.r with a string.r tied to it and a mysterious gen.otleman found dead.,
254,1488,糸,Kanji,thread,,,,,,,string,small,,,SHI,,ito,,"Threaded.m strings.r into a small.r braid. She.o in particular, spun the It.kalian threads.",
255,567,系,Kanji,lineage,,,,,,,slash,string,,,KEI,,,,"Of his lineage.m, he slashed.r all threads.r that connected him to the social layer cake.o.",
256,,廾,Radical,letter H,,,,,,,one,broken legs,,,,,,,The letter.m H.m radical looks like an H formed of one.r and broken.r legs.r.,"This radical never appears by itself, only as a part of other characters."
257,2077,升,Kanji,volume,,,,,,,slash,letter H,,,SHOW,,,,"The volume.m of liquid was slashed.r, that H.r2O. A show.m of voluminous power.",
258,619,弁,Kanji,dialect,,,,,,,private,letter H,,,BEN,,wakima.eru,,My dialect.m spoken in private.r mispronunces the letter.r H.r. It's beneficial.o to know dialects with wacky.k letters.,
259,826,昇,Kanji,rise,,,,,,,sun,volume,,,SHOU,,nobo.ru,,Rise.m up with the sun.r and check the volume.r of beer. Show.o you can rise with no.k beer.k in your system.,
260,,并,Radical,match,,,,,,,horny,letter H,,,,,,,Match.m up the word horny.r wih the letter.r H.r.,"This radical never appears by itself, only as a part of other characters."
261,339,井,Kanji,well,,,,,,,one,letter H,,,JOU,SEI,i,,"In the well,.m he fell. One.r letter.r H.r in ""Help!"" They say.o that, of Joe,.o I,.k and.k only.k I,.k helped out of the well.",
262,771,囲,Kanji,surround,,,,,,,box,well,,,I,,kako.u,kako.mu,"Surrounding.m the well.r like a box.r, I,.o and.o only.o I,.o went into the catacombs.k after surrounding the enemy.",
